,date,comment,bookname,rate,bookID,like
729,1395/01/29,واقعا  که هم حجاب مغفول مانده وهم خواندن کتابهای مربوط به حجاب لطفا همه بخوانید لازم است,حجاب آنچه مغفول مانده است,0.0,233.0,9.0
730,1395/06/19,اصلا خوشم نیومد,انعکاس ما,1.0,234.0,0.0
731,1394/11/11,گزارش و مصاحبه اول را خواندم. اراجیف بود. مصاحبه شونده ادعا می کند که نباید  با یک چشم تاریخ را دید. بعد می گوید اگر کسی 28 مرداد را مطابق ادعای من نفهمد. ابله است. می گوید ما در تاریخ نگاری اسلامی نمی خواهیم نظریه پردازی کنیم. مگر می شود؟ همین حرف ایشان یعنی نظریه. یعنی ما نظریه داریم که تاریخ را می شود این گونه نوشت. کلا... حیف. حجم دانلود.,انعکاس ما,1.0,234.0,0.0
732,1393/06/25,این کتاب ها چرا نویسنده ندارن؟,پروپاگاندا در رسانه های جدید,3.0,235.0,0.0
733,1398/01/24,باید دوستان توجه زیادی به قرآن و مفاهیم آن داشته باشند .ما نمیگیم کتاب های دیگر رو نخورید بله بخونید اما قرآن و مفاهیم آن مهم تر از بقیه هست به خصوص این موضوع کتاب. .....با تشکر,عصمت در قرآن,5.0,236.0,5.0
734,1393/10/12,متن سلیس و خوبی داره. من شروع به خوندن کردم از روی کنجکاوی و قصد خواندن کتاب رو اول نداشتن ولی خیلی جالب بود و ادامه دادم. کلا راجع به انتقال علوم از کشورهای مسلمان به کشور های غربی توسط یک نفر غربی هست,بیت الحکمه : راز تکامل تمدن غرب,4.0,239.0,1.0
735,1397/06/21,عالیه منم به دنبال ژنتیکم و خیلی خوب توضیح داده فقت من الان نمونه رو گرفتم لطفا رایگانش کنید تا بقیه هم به هوای رایگان بودنش بگیرندو به اطلاعاتشون بره بالا چون ما واقعا در مورد ژنتیک اطلاعات زیادی نداریم.,کمک کن ژنتیک را بفهمم,5.0,242.0,0.0
736,1397/01/07,خوبه,کمک کن ژنتیک را بفهمم,5.0,242.0,0.0
737,1395/09/06,همش سایت معرفی کرده.😶😩,کمک کن ژنتیک را بفهمم,1.0,242.0,0.0
738,1397/06/14,پی دی اف نزارید لطفا,روزگار آموزگار,1.0,243.0,4.0
739,1395/08/17,ولی با این حال خوندنشو توصیه میکنم.تلنگرهایی است که بایدبارها به خودمون بزنیم تا درست بشیم.,روزگار آموزگار,3.0,243.0,0.0
740,1395/08/17,هنوز تمومش نکردم ولی خواستم بگم اینکه اول هرصفحه میگه روزگار به من آموخت واقعا خسته کننده هست.دیگه اینکه اسم کتاب نمیشه روش گذاشت.بیشتر یک درددل نامه هست با زبان کاملا محاوره.نه نثر آنچنانی و نه موضوع جدیدی.فقط چیزهایی که خودمونم درمورد فرهنگمون میدونیم رو مثل کسایی که توی تاکسی نشستن و دارن غر میزنن ، داره توضیح میده.,روزگار آموزگار,0.0,243.0,0.0
741,1394/09/27,"کاش دست اندرکاران طاقچه یه فکری به حال کتاب های PDF بکنن
شما راحت می تونید از ناشر درخواست فروش نسخه  epub که با DRM محافظت میشه رو بکنید
اون وقت راحت این کتاب ها رو تو گوشی هم میشه خوند
نگذارید دادن نسخه PDF از طرف ناشر ها یه عادت بشه
اگه از الان راضی شون کنید به نظرم راحت تره
خریدار ها هم راضی تر هستند
موفق باشید",روزگار آموزگار,5.0,243.0,0.0
742,1394/04/12,بدیش اینه ک نسخه بصورت پی دی اف هستش و مثه اکثر کتابهای  الکترونیکی اندروید خوندنش راحت نی اوونقد....,گامی به‌سوی تندرستی با تغذیه سالم و کنترل وزن,3.0,244.0,0.0
743,1394/04/11,Very great,گامی به‌سوی تندرستی با تغذیه سالم و کنترل وزن,5.0,244.0,0.0
744,1398/09/10,خوب بود.,بلوتوث (داستانی کوچک برای کودکان سرطانی),3.0,245.0,0.0
745,1398/08/27,زیبا بود... ارزش خوندن رو داره,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
746,1398/04/12,واقعا خیلی قشنگ بود,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,1.0
747,1398/04/08,"خیلی خوب بود
برای شفای عاجل تمام بیماران دعا کنیم
اللهم اشفع کل مریض بحق الحسین ع",بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,5.0
748,1397/10/28,قشنگ بود:),بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
749,1397/10/27,دوستش داشتم,بلوتوث (داستانی کوچک برای کودکان سرطانی),4.0,245.0,0.0
750,1397/10/27,خیلی زیبا بود.. ولی خیلی سخت بود از روی اسم کتاب به محتوای داستان پی برد..,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,2.0
751,1397/09/04,داستان متوسطی بود،نه عالی،نه بد.,بلوتوث (داستانی کوچک برای کودکان سرطانی),3.0,245.0,1.0
752,1397/08/20,خیلی فانتزی کوتاه وجالب بود,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,1.0
753,1397/08/19,عالیه خیییلی جذاب و روان نوشته شده,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,1.0
754,1397/05/07,کارخیر بی جواب نمیمونه .,بلوتوث (داستانی کوچک برای کودکان سرطانی),3.0,245.0,7.0
755,1397/05/03,خیلی قشنگ و زیبا بود,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
756,1397/05/02,خیلی قشنگ بود...,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,1.0
757,1397/04/27,قشنگ بود,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,2.0
758,1397/03/20,جالب بود,بلوتوث (داستانی کوچک برای کودکان سرطانی),3.0,245.0,0.0
759,1397/03/18,خیلی زیبا بود 💛,بلوتوث (داستانی کوچک برای کودکان سرطانی),4.0,245.0,1.0
760,1397/03/17,زیبا وجالب,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,1.0
761,1397/02/29,خیرخواهی و کمک به دیگران نتیجه خوبی دارد، این ۱۵ صفحه همین را می خواست بگوید.,بلوتوث (داستانی کوچک برای کودکان سرطانی),3.0,245.0,4.0
762,1397/02/26,مضمون قشنگه ولی خب داستان خیلی معمولیه و خیلی حرفه ای نیست ینی لازم نیست نویسنده باشی تا اینو بنویسی، هر کسی میتونه این‌طوری بنویسه,بلوتوث (داستانی کوچک برای کودکان سرطانی),1.0,245.0,2.0
763,1397/01/29,خیلی خوب بود کاش انسان های واقعی هم بخشنده باشند,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,3.0
764,1397/01/20,چه خوب که پایان خوبی داشت...,بلوتوث (داستانی کوچک برای کودکان سرطانی),4.0,245.0,3.0
765,1397/01/19,افتضاح بود انگار یه بچه ۵ ساله نوشتتش.,بلوتوث (داستانی کوچک برای کودکان سرطانی),1.0,245.0,0.0
766,1396/11/24,واقعا عالی بود.,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,7.0
767,1396/11/13,بسیار عالی و پر از احساسات,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,4.0
768,1396/11/11,خییییییلی عالی بود,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,4.0
769,1396/11/11,خوب بود ولی میشد حدس زدن که داستان چه جوری پیش میره,بلوتوث (داستانی کوچک برای کودکان سرطانی),2.0,245.0,3.0
770,1396/11/10,عالی بود به جرأت میتونم بگم بهترین رمانی بود که خوندم... واقعاً دم نویسندش گرم...,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,3.0
771,1396/11/08,خیییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییلی دوست داشتم، ولی طاقچه ی عزیز اگه میتونی ی حساب باز کن واسه این بچه ها شمارشم بده به ما هر کسی به هر اندازه که تونست ماهانه واریز کنه، حداقل فکر کنم بشه هزینه داروهای ی نفر هم که شده جمع بشه ،هر کس موافقه لایک کنه,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,27.0
772,1396/10/28,زیبایی شگفت اوری که این کتاب داشت رو تو کمتر کتابی دیدم🌹🌹🌹🌹🌹🌷🌷🌷🌷🌷,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,1.0
773,1396/10/26,قشنگ بود ارزش خوندن داره,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,2.0
774,1396/10/24,"داستان فوقالعاده قشنگی بود❤👌
واقعا ارزش وقت گذاشتن رو داره😊",بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,2.0
775,1396/10/16,موضوع کلی داستان خیلی خوب بود و به نظرم تلنگری که احتمالا هدف نویسنده بوده برای خواننده ها به وجود اومد ولی بازهم میشد از ایده ی پخته تری استفاده کرد.,بلوتوث (داستانی کوچک برای کودکان سرطانی),4.0,245.0,2.0
776,1396/10/09,عالی بود حرف نداشت👌👌😶👌,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,1.0
777,1396/09/07,"ایده سطحیی که با نثر ضعیف پرداخت شده.
اگه تلاشمون فرهنگسازیه، نیاز به ابزار فرهنگیِ قوی هم داریم. صرف نیت خیر برای نگارش کافی نیست.",بلوتوث (داستانی کوچک برای کودکان سرطانی),1.0,245.0,2.0
778,1396/09/06,عالیه,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,1.0
779,1396/09/06,عالی بود👍👌,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,1.0
780,1396/07/10,خوب بود.,بلوتوث (داستانی کوچک برای کودکان سرطانی),2.0,245.0,5.0
781,1396/07/08,"خیلی کتاب خوب و معنی داریه
کتاب دیالوگاش کاملا صحیح و روی نظم قرار دارن
کتابی که حال هوای آن به طوری که خودت هم نمیفهمی عوض میشود و همین باعث جذابیت این داستان میشه
من این کتاب رو برای خوندن پیشنهاد میکنم
حتما مطالعش کنید.",بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,5.0
782,1396/06/31,خوبه,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,2.0
783,1396/06/31,قشنگ بود,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,3.0
784,1396/06/06,کتاب تاثیر گذازی بود...,بلوتوث (داستانی کوچک برای کودکان سرطانی),4.0,245.0,2.0
785,1396/03/31,"کتاب جالب و بی الایشی بود .
چیز های جالب داشت و ساده با جملات متنوع بود.",بلوتوث (داستانی کوچک برای کودکان سرطانی),4.0,245.0,5.0
786,1396/03/30,خیلی زیبا بود برای من تمام خاطرات تلخ سرطان خون برادرمو زنده کلی باهاش اشک ریختم امیدوارم تمام مریض ها شفا پیدا,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,4.0
787,1396/03/27,"پشت نثر وساده و بی آلایش این داستان یه تلنگر بزرگ به خوانندست که باعث می شه به فکر فروبره و ببینه برای این کودکان چه کاری می تونه کنه که اون هم مفید باشه... می شد این داستان رو با آب و تاب بیشتری تعریف کرد و به نظرم یکم تو توضیحات شتاب زده بود، ولی واسه من چیزی از ارزشش کم نشد و احساس می کنم این شتاب زدگی باعث شده تأثیر گذار تر هم بشه... و با توجه به هدفی که از نوشتن کتاب بوده، می تونم بگم موفق هم هست چون مهم کمک کردنه... و این نوع نثر، نثریه که خیلی از افراد بدون اینکه آنچنان سابقه کتاب خوانی هم داشته باشن، می تونن باهاش ارتباط بر قرار کنن.
تنها جایی که به نظرم توضیح بیشتر باعث بهتر شدن کتاب بود، قسمتی بود که ماهان تصمیم گرفت پول عمل دخترش رو برای شادی بذاره... به نظرم با یک خواب و یک احساس پدرانه همچین تصمیمی بدون اینکه راه نجاتی واسه خودش در نظر بگیره خیلی بی منطق و عجولانه بود... و اگر داستان جوری پیش می رفت که ماهان با آگاهی از کمکش و تلاش بیشتر خودش باعث برگذاری اون کنسرت می شد، شاید حتی تاثیر گذار تر هم بود... تا فقط به اینکه امیدی در دل داشت اکتفا کنه....",بلوتوث (داستانی کوچک برای کودکان سرطانی),4.0,245.0,3.0
788,1395/12/10,خیلی قشنگ بود کوتاه و مختصر😍,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,2.0
789,1395/09/25,موضوعش جالبه...,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,1.0
790,1395/09/14,"میشه گفت داستان متوسطی بود
اما مفهوم و منظورش خوب بود
آنچه برای خود می پسندی هم برای دیگران بپسند
ماهان که با کلی زحمت هزینه درمان دخترش رو جور کرده اونو بخشید به دختری که خانوادش نتونسته بودن هزینه عملشو جورکنن 
وخدا پاسخ این سخاوتشو داد

امابنظرم  باید وقتی این پول رو بااجازه ماهور به شادی داد
دنبال راه حلی می گشت نه اینکه خودشو تو خونه حبس کنه
درکل به نویسنده این کتاب خسته نباشید میگم",بلوتوث (داستانی کوچک برای کودکان سرطانی),2.0,245.0,3.0
791,1395/08/07,قشنگ بود کاش کاش....,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,1.0
792,1395/07/21,موضوع خوبی داره ولی زیادی خلاصه و کمی تخیلی و هندی!,بلوتوث (داستانی کوچک برای کودکان سرطانی),0.0,245.0,1.0
793,1395/07/06,"یک داستان با پایان خوش ...

 کاش در واقعیتم همین بود .",بلوتوث (داستانی کوچک برای کودکان سرطانی),3.0,245.0,2.0
794,1395/07/03,داستان نسبتا خوبی بود اما کمی به نظر مصنوعی میاد. اینکه یه نفر بتونه بچه های دیگران رو مثل بچه خودش بدونه به نظرم طبیعی نیست و سخته باورش که در یه نگاه بچه دیگران رو به اندازه بچه خودت دوست داشته باشی. به علاوه نثر نویسنده چندان مناسب نیست و داستان پردازی بسیار ضعیف بوده. شخصیت پردازی ها و حتی عنوان داستان هم کمی بی ارتباط است. بلوتوث نمی تونه اصل داستان رو معرفی کنه چرا که بخش اثرگذار داستان رفتار پدر ماهور بود نه بلوتوثی که باعث جذب حمایت از مردم شد. اما از اینکه نویسنده برای چنین موضوعی وقت گذاشتن جای تشکر داره. به امید موفقیتشون.,بلوتوث (داستانی کوچک برای کودکان سرطانی),3.0,245.0,1.0
795,1395/06/30,واقعا خوب بود من همیشه تو ذهنم این بود اگر کمکی هست به بچه های بی سرپرست بشه تا شاید بتونن آینده ایرانو بسازن ولی الان فهمیدم همون بچه های سرطانی هم اگه خوب بشن و میشن میتونن چه بسا بیشتر و کارآمدتر,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,1.0
796,1395/06/28,عالیی بد خیلی عالی بود ممنون,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,1.0
797,1395/06/23,خیلی عالی بود.like,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,1.0
798,1395/06/23,عااالی بود .,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,1.0
799,1395/06/22,عالی بود,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,1.0
800,1395/06/16,واقعا عالی بود من که عاشقش شدم,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,1.0
801,1395/06/15,از خوندش لذت بردم،به بقیه هم پیشنهاد میکنم بخوننش،کاش هممون مثله ماهان باشیم,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,2.0
802,1395/06/12,"کلیت داستان خوب بود اما بهتر هم میتونست باشه, اما بازم خسته نباشید میگم به نویسنده اش بخاطر قلمش و وقتش برای نوشتن داستان",بلوتوث (داستانی کوچک برای کودکان سرطانی),3.0,245.0,1.0
803,1395/06/10,موضوعش خوب بود . ولی اگر از زبون خود ماهان بود خیلی بهتر بود . خیلی ابتدایی نوشته شده بود . ولی در کل بد نبود,بلوتوث (داستانی کوچک برای کودکان سرطانی),3.0,245.0,0.0
804,1395/05/14,داستان سطحی و خام بود. حرفه ای نبود. بیشتر به یه انشا، یا یادداشتی که یک شبه نوشته شده باشه شبیه بود. به خصوص توضیحاتی که در مورد گذشته زندگی ماهان داده میشه خام و ناکامل بود.,بلوتوث (داستانی کوچک برای کودکان سرطانی),2.0,245.0,0.0
805,1395/04/09,عالی بود.کلی هم گریه کردم,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
806,1395/04/08,این از اون داستاناییه که بیشتر برای عمل کردن نوشته شده تا خوندن و لذت بردن,بلوتوث (داستانی کوچک برای کودکان سرطانی),3.0,245.0,1.0
807,1395/04/03,خیلی خوب بود,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
808,1395/03/08,"داستان خیلی خوبی بود!!! حیف که در این دوره کمتر فکر دردهای کودکان بیمار یا حتی بی سرپرست هستیم...
اگر به جای خریدن رژ  فلورمار یا  مکس فکتور  برق لبی ساده بزنیم و اندک هزینه باقی مونده رو  نرم نرمک جمع کنیم  میتونیم نجات دهنده یک زندگی باشیم...
ممنون از  گنجینه باارزشتون 👍",بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,1.0
809,1395/01/10,فوق العاده بود...واقعا بغضم ترکید ...واقعا تاثیرگذار و زیبا بود..سپاس از قلم زیبای نویسنده...و با تمام وجودم دعا می کنم که خدایا همه ی مریض ها و بچه های سرطانی رو شفا بده و نور امید هیچ وقت از دل اون بچه ها و پدرومادراشون نگیره...,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
810,1395/01/06,عالی بود,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
811,1394/12/29,ارزش خوندن و عمل کردن بهش رو داره,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
812,1394/11/01,"سلام و خسته نباشید
اول از برنامه خیلی خوب طاقچه صمیمانه تشکر می کنم.
بعد هم این داستان کوتاه بسیار عالی و گیرا بود.
با احترام و آرزوی موفقیت",بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
813,1394/09/17,قشنگ بود,بلوتوث (داستانی کوچک برای کودکان سرطانی),3.0,245.0,0.0
814,1394/09/17,"بسیار بسیار عالی بود..
از نویسنده خیلی ممنونم و درود میفرستم به ایشان
انشالله همیشه سلامت باشن",بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
815,1394/09/04,"واقعاقشنگ و تاثیر گذار بود!
به جرات میشه گفت کم نظیر بود!
ممنون از نویسنده ی عزیز و طاقچه ی دوست داشتنی!",بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
816,1394/08/29,"کاش همه یه قدم در کمک به این بچه ها بردارن
آمین",بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
817,1394/08/27,"خیلی عالی بود 
هم کوتاه هم جذاب 😀",بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
818,1394/07/25,وای خیلی خیلی عالی بود و همین طور تاثیر گذار بود اصلا شگفت انگیز بود .......!,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
819,1394/07/15,وای خیلی عالی بود,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
820,1394/06/27,کتاب خوب و تاثیر گذار.ممنون,بلوتوث (داستانی کوچک برای کودکان سرطانی),3.0,245.0,0.0
821,1394/06/27,جالب بود و امیدوارم که این موضوع کمکهای مردمی به بچه های سرطانی بیشتر  انجام بشه. ممنون,بلوتوث (داستانی کوچک برای کودکان سرطانی),0.0,245.0,0.0
822,1394/05/29,خیلی عالی بود دستتون درد نکنه,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
823,1394/05/16,عالی پیشنهاد میکنم حتما بخونید♥♥,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
824,1394/04/15,بسیار عالی,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
825,1394/04/13,واقعا داستان زیبای بود .من که به هنگام خوندن این داستان بغضم گرفته بود وبه زحمت تونستم این داستانو که واقعیت جامعه امروز رو تموم کنم (سپاس ...),بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
826,1394/04/12,محتوا جالب ولی نثر خیلی لذت بخش نبود. ..,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
827,1394/03/01,سلام خوب بود، ممنون از طاقچه,بلوتوث (داستانی کوچک برای کودکان سرطانی),4.0,245.0,0.0
828,1394/02/22,"با سلام و احترام و آرزوی موفقیت برای شما
با توجه به سهولت و تجربه بهتر مطالعه بر روی کامپیوتر،  تبدیل سایتتون به یک وب اپلیکیشن بسیار مناسب و مفید خواهد بود تا علاوه بر اپلیکیشن های اندورید امکان استفاده از کتابها مستقیم از طرق مرورگر فر اهم شود.
با سپاس. ",بلوتوث (داستانی کوچک برای کودکان سرطانی),0.0,245.0,0.0
829,1394/01/04,نثرش که یه حالتی بین محاوره و کتابی بود اذیت کننده بود ولی در کل ممنون.,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
830,1393/12/15,عالی,بلوتوث (داستانی کوچک برای کودکان سرطانی),5.0,245.0,0.0
831,1393/09/24,راستش ب نظرم این کتاب برای کودکان خیلی مناسب نیست,بلوتوث (داستانی کوچک برای کودکان سرطانی),2.0,245.0,0.0
832,1398/01/15,افتزاححححححححح بود,رستم و سهراب,1.0,246.0,0.0
833,1394/08/19,عالیه مرسی طاقچه,رستم و سهراب,5.0,246.0,0.0
834,1398/08/29,کاملا دروغ,منم کوروش، شاه جهان:  به ضمیمه ‏ی متن کامل منشور جهانی کوروش,1.0,247.0,3.0
835,1398/08/28,.,منم کوروش، شاه جهان:  به ضمیمه ‏ی متن کامل منشور جهانی کوروش,5.0,247.0,2.0
836,1397/07/01,"سلام من نمیخوام اینجا ی حرفی بزنم که برام درد سر شه ولی نظر من بیشتر به خود ساپرت کننده گان این اپلیکیشن هس که واقعا چقدر شما بی انصاف هستین که 70 درصد کتابهای تاریخی کتابهای دینی هست و چند کتاب مضحک در مورد تاریخ ایران گذاشتین که حتی جلد کتاب ها هم بچگانه هس
من که هیچ کدوم ازین کتابهای به اصطلاح تاریخی رو هرگز نمیخونم...",منم کوروش، شاه جهان:  به ضمیمه ‏ی متن کامل منشور جهانی کوروش,1.0,247.0,5.0
837,1396/09/30,قول میدم هیچکدومتون حتی نمونه ی کتاب رو نخوندید,منم کوروش، شاه جهان:  به ضمیمه ‏ی متن کامل منشور جهانی کوروش,5.0,247.0,0.0
838,1396/09/17,فلسفه کوروش بزرگ و کوروشیسم راه نجات مردم ایران از دست دیکتاتور است، خوشبختانه مردم این راه را پیدا کرده‌اند و در این مسیر با تمام وجود قدم برمیدارن.,منم کوروش، شاه جهان:  به ضمیمه ‏ی متن کامل منشور جهانی کوروش,5.0,247.0,5.0
839,1396/06/04,عالی,منم کوروش، شاه جهان:  به ضمیمه ‏ی متن کامل منشور جهانی کوروش,5.0,247.0,1.0
840,1396/06/01,عالــــــی,منم کوروش، شاه جهان:  به ضمیمه ‏ی متن کامل منشور جهانی کوروش,5.0,247.0,2.0
841,1396/05/31,بسیار عالی,منم کوروش، شاه جهان:  به ضمیمه ‏ی متن کامل منشور جهانی کوروش,5.0,247.0,1.0
842,1396/02/11,"‍ 👑تاریخ تمدن ویل دورانت فصل سیزدهم👑 
کوروش یکی از کسانی بود که گویا برای فرمانروایی آفریده شده اند، و به گفته امرسون، همه مردم ازتاجگذاری ایشان شاد می 
شوند. روح شاهانه داشت و شاهانه به کار بر می خاست، 
در اداره امور به همان گونه شایستگی داشت، که در کشورگشایی های حیرت انگیز خود، 
با شکست خوردگان با بزرگواری رفتار می کرد و نسبت به دشمنان سابق خود مهربانی می کرد. 
پس مایه شگفتی نیست که یونانیان درباره وی داستانهای بیشمار نوشته و او را بزرگترین پهلوان جهان پیش از اسکندر دانسته",منم کوروش، شاه جهان:  به ضمیمه ‏ی متن کامل منشور جهانی کوروش,5.0,247.0,8.0
843,1395/12/03,لطفا کمکم کنید.رمز عبوری برایم ارسال نشده تا بتونم کتاب خرید کنم اما اعتبار دارم.,منم کوروش، شاه جهان:  به ضمیمه ‏ی متن کامل منشور جهانی کوروش,5.0,247.0,0.0
844,1395/09/03,همه ادیان الهی هستند  و اصل همه ی ادیان زیبا و فرستاده های خدا در هر دوره و برای هر دینی که آمده اند از حق و حقیقت می گویند ، پس حقیقت را هر کس و در هر لباسی که زد باید شنید و عمل کردچه در لباس زرتشت چه در لباس حضرت محمد و...,منم کوروش، شاه جهان:  به ضمیمه ‏ی متن کامل منشور جهانی کوروش,5.0,247.0,3.0
845,1395/08/11,"‍ ✿ ❀ ✿ ❀ ✿ ❀ ✿ ❀ ✿ ❀

‌ای کوروش کبیر ‼️📣

🚹مردانی پیدا شده اند که ابرویشان از مو نازک تر است و مدعی تمدن اصیل تو هستند!😮

🚺زنانی پیدا شده اند مقلد مدهای عریان غربی که شدیدا ادعای بانوی ایرانی بودن دارند !😏🙄

کوروش‼️📣 
تو به آنها بگو در کتیبه ها و سنگ نوشته های تخت جمشید📜هیچ مردی گوشواره به گوش و ابرو برداشته نیست...😱🙁
هیچ پیکر خانمی برهنه و بد حجاب نیست ...😫😔

کوروش‼️
آیا خود تو و خدای تو راضی به این عمل متعصبانه هستید..😳🙁

ای فرمانروای عادل سرزمین کهن من❗️
↩️تو یکتا پرست.قبول ...✋
⏺اما 
آیا اسلام من تضاد و تناقضی با زرتشت تو دارد که عده ای میخواهند این دو را در برابر هم علم کنند ؟و به جان هم بیاندازند؟🤔🤔

آیا اهورای تو همان الله نیست؟😳
آیا دین اسلام من نسخه تکامل یافته ایین زرتشت و مسیح و...نیست؟🤔😳🤔
آیا اگر اکنون خود زنده بودی باز به آیین  زرتشت میماندی و یا دین کامل و برتر را برمیگزیدی؟😏🤔

⚛آری کوروش ...☺️
خواب دیگر بس است‼️
برخیز و خود را از چنگ افرادی که با نام تو بر علیه خدای تو مبارزه میکنند رها کن ......

❀‿❀‿ ❀‿ ❀‿ ❀‿ ❀

❤️‌کپی مطالب با ذکر صلوات ازاد است.",منم کوروش، شاه جهان:  به ضمیمه ‏ی متن کامل منشور جهانی کوروش,0.0,247.0,4.0
846,1394/07/28,خیلی بد بود این کتاب!و خوب فیلم رو نقد نکرد!اصلا اشاره ای نشد که از نظر جنگ یک به یک،سرباز ایرانی قوی تر بود یا یونانی!من همیشه فقط دنبال فهمیدن این موضوع هستم و هیچ کس نتونسته جوابش رو بهم بگه!,سیصد ضد سیصد: مروری بر روابط ایران و یونان از آغاز تا نبرد ترموپیل  [به بهانه ساخت فیلم سیصد],1.0,248.0,0.0
847,1393/08/27,دلیل ساخت فیلم سیصد چی بوده ؟ این غربی ها تنشون میخواره,سیصد ضد سیصد: مروری بر روابط ایران و یونان از آغاز تا نبرد ترموپیل  [به بهانه ساخت فیلم سیصد],5.0,248.0,0.0
848,1394/06/31,کتاب نوجوانانه بانمکی است😊,دشت تشنه,4.0,250.0,0.0
849,1393/08/27,جدیدا خیلی کتابای خوبی میذارید,دشت تشنه,5.0,250.0,0.0
850,1393/08/24,با سلام کتاب خوبی است ,دشت تشنه,5.0,250.0,0.0
851,1395/06/28,لطفا کتابهای بیشتری از این دست در فروشگاه قرار بدید.,امن سازی DNS Server  در سیستم عامل های لینوکس و ویندوز,5.0,251.0,0.0
852,1395/03/30,لطفا بقیه کتابهای انتشارات پندار پارس را هم قرار بدید,امن سازی DNS Server  در سیستم عامل های لینوکس و ویندوز,5.0,251.0,0.0
853,1395/06/12,این کتاب عالیه,قصه های یوسف و زلیخا (جلد اول),5.0,252.0,0.0
854,1397/06/30,افتضاح,راز یک درصدی‌های مولتی میلیونر,1.0,254.0,1.0
